effortid,date,year,month,day,population,area,section,activity,timestart,effort,observers,observernames,precip,cloud,windspeed,air,water,notchcode,turtleid,idquestionable,idcomments,obsid,method,utme,utmn,spatialproof,accuracy,accuracyDistance,sex,AgeAtCapture
15619,2014-07-17,2014,7,17,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Check Traps,10:02:00,14,2,"Wesley Pitts, Sarah Adams",Light Rain,100,Light,20,20,,,,,,,,,,,,,
15619,2014-07-17,2014,7,17,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Check Traps,10:09:00,22,2,"Wesley Pitts, Sarah Adams",Light Rain,100,Light,20,21,,,,,,,,,,,,,
15621,2014-07-18,2014,7,18,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Pull Traps,08:15:00,14,2,"Wesley Pitts, Sarah Adams",None,80,Calm,16,19,,,,,,,,,,,,,
15621,2014-07-18,2014,7,18,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Pull Traps,08:44:00,10,2,"Wesley Pitts, Sarah Adams",None,80,Calm,20,20,,,,,,,,,,,,,
15621,2014-07-18,2014,7,18,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Pull Traps,09:10:00,20,2,"Wesley Pitts, Sarah Adams",None,90,Calm,20,20,,,,,,,,,,,,,
15716,1997-07-15,1997,7,15,ML (McGowan Lake),AN (Albany New),M2 (Mt. Merritt Brook 2),Pull Traps,15:20:00,212,2,"Jeffie McNeil, Troy Frech",None,20,Calm,29,26,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,14:15:00,20,2,"Jeffie McNeil, Troy Frech",None,60,Moderate,23,,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,14:25:00,10,2,"Jeffie McNeil, Troy Frech",None,60,Moderate,23,,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Visual Survey,14:30:00,10,2,"Jeffie McNeil, Troy Frech",None,60,Moderate,23,,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Set Traps,14:35:00,170,2,"Jeffie McNeil, Troy Frech",None,60,Moderate,23,25,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),IM (Inner Meadow),Set Traps,16:00:00,30,2,"Jeffie McNeil, Troy Frech",None,,,,,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Set Traps,16:20:00,44,2,"Jeffie McNeil, Troy Frech",None,,,,,,,,,,,,,,,,,
15728,2006-08-13,2006,8,13,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Set Traps,16:42:00,32,2,"Jeffie McNeil, Troy Frech",None,,,,,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,12:05:00,20,2,"Jeffie McNeil, Troy Frech",None,50,Moderate,24,20,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,12:15:00,10,2,"Jeffie McNeil, Troy Frech",None,50,Moderate,24,,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Visual Survey,12:20:00,30,2,"Jeffie McNeil, Troy Frech",None,50,Moderate,24,,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Check Traps,12:35:00,80,2,"Jeffie McNeil, Troy Frech",None,60,Moderate,23,19,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),IM (Inner Meadow),Check Traps,13:20:00,20,2,"Jeffie McNeil, Troy Frech",None,60,Moderate,23,,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Check Traps,13:33:00,22,2,"Jeffie McNeil, Troy Frech",None,70,Moderate,24,21,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Check Traps,13:44:00,12,2,"Jeffie McNeil, Troy Frech",None,70,Moderate,24,21,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Visual Survey,14:10:00,40,2,"Jeffie McNeil, Troy Frech",None,70,Moderate,24,,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Visual Survey,14:30:00,42,2,"Jeffie McNeil, Troy Frech",None,80,Moderate,25,23,,,,,,,,,,,,,
15729,2006-08-14,2006,8,14,ML (McGowan Lake),JT (Joe Tom Brook),O0 (Offshoot 0),Visual Survey,14:52:00,36,2,"Jeffie McNeil, Troy Frech",None,80,Moderate,,,,,,,,,,,,,,,
15731,2006-08-15,2006,8,15,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,18:46:00,8,2,"Jeffie McNeil, Troy Frech",None,100,Light,21,19,,,,,,,,,,,,,
15731,2006-08-15,2006,8,15,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Check Traps,18:58:00,14,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,21,19,,,,,,,,,,,,,
15731,2006-08-15,2006,8,15,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Check Traps,19:07:00,4,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,21,,,,,,,,,,,,,,
15731,2006-08-15,2006,8,15,ML (McGowan Lake),JT (Joe Tom Brook),IM (Inner Meadow),Check Traps,19:15:00,10,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,21,,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,19:18:00,20,2,"Jeffie McNeil, Troy Frech",None,0,Calm,22,24,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,19:28:00,8,2,"Jeffie McNeil, Troy Frech",None,0,Calm,22,,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Visual Survey,19:32:00,14,2,"Jeffie McNeil, Troy Frech",None,0,Calm,22,,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Bait and Check Traps,19:39:00,82,2,"Jeffie McNeil, Troy Frech",None,0,Calm,22,24,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),IM (Inner Meadow),Bait and Check Traps,20:22:00,16,2,"Jeffie McNeil, Troy Frech",None,0,Calm,21,,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Bait and Check Traps,20:33:00,24,2,"Jeffie McNeil, Troy Frech",None,0,Calm,20,23,,,,,,,,,,,,,
15732,2006-08-16,2006,8,16,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Bait and Check Traps,20:45:00,32,2,"Jeffie McNeil, Troy Frech",None,0,Calm,20,,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,18:00:00,30,2,"Jeffie McNeil, Troy Frech",None,0,Calm,28,25,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,18:15:00,10,2,"Jeffie McNeil, Troy Frech",None,0,Calm,28,,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Visual Survey,18:20:00,10,2,"Jeffie McNeil, Troy Frech",None,0,Calm,28,,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),IM (Inner Meadow),Pull Traps,19:07:00,36,2,"Jeffie McNeil, Troy Frech",None,0,Calm,,,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Pull Traps,19:27:00,42,2,"Jeffie McNeil, Troy Frech",None,0,Calm,,,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Pull Traps,19:48:00,4,2,"Jeffie McNeil, Troy Frech",None,0,Calm,,,,,,,,,,,,,,,
15733,2006-08-17,2006,8,17,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Radio Tracking,19:50:00,20,2,"Jeffie McNeil, Troy Frech",None,0,Calm,,,,,,,,,,,,,,,
15780,2014-07-29,2014,7,29,ML (McGowan Lake),WB (West Bog),HP (Henry Road Pond),Set Traps,16:10:00,14,2,"Wesley Pitts, Sarah Adams",None,50,Calm,23,20,,,,,,,,,,,,,
15781,2014-07-30,2014,7,30,ML (McGowan Lake),WB (West Bog),HP (Henry Road Pond),Check Traps,18:30:00,18,2,"Wesley Pitts, Alicia Pray-Leslie",None,80,Calm,22,,,,,,,,,,,,,,
15782,2014-07-31,2014,7,31,ML (McGowan Lake),WB (West Bog),HP (Henry Road Pond),Check Traps,15:05:00,25,5,"Wesley Pitts, Travis Landry, Alicia Pray-Leslie, Sarah Adams, Mallory Heim",None,50,Calm,24,,,,,,,,,,,,,,
15783,2014-08-01,2014,8,1,ML (McGowan Lake),WB (West Bog),HP (Henry Road Pond),Pull Traps,13:10:00,10,1,Wesley Pitts,None,50,Calm,23,,,,,,,,,,,,,,
15894,1997-05-24,1997,5,24,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Visual Survey,12:00:00,30,1,Jeffie McNeil,None,5,Moderate,15,13,,,,,,,,,,,,,
15894,1997-05-24,1997,5,24,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Visual Survey,12:30:00,15,1,Jeffie McNeil,None,,Calm,15,15,,,,,,,,,,,,,
15896,1997-07-31,1997,7,31,ML (McGowan Lake),SM (South McGowan),DC (Dam Cove),Set Traps,14:30:00,60,2,"Jeffie McNeil, Troy Frech",None,60,Calm,,,,,,,,,,,,,,,
15897,1997-08-01,1997,8,1,ML (McGowan Lake),SM (South McGowan),DC (Dam Cove),Check Traps,17:50:00,26,1,"Jeffie McNeil, Troy Frech",None,80,Moderate,28,,,,,,,,,,,,,,
15898,1997-08-02,1997,8,2,ML (McGowan Lake),SM (South McGowan),DC (Dam Cove),Pull Traps,14:13:00,38,2,"Jeffie McNeil, Troy Frech",None,10,Moderate,,28,,,,,,,,,,,,,
15901,1997-08-03,1997,8,3,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Check Traps,15:30:00,60,2,"Jeffie McNeil, Troy Frech",None,80,Calm,23,24,,,,,,,,,,,,,
15902,1997-08-04,1997,8,4,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Pull Traps,15:30:00,60,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,,,,,,,,,,,,,,,
15911,2000-04-15,2000,4,15,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Visual Survey,12:00:00,50,2,"Jeffie McNeil, Troy Frech",None,80,Strong,16,9,,,,,,,,,,,,,
15912,2000-04-15,2000,4,15,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,14:00:00,30,2,"Jeffie McNeil, Troy Frech",None,80,Strong,16,13,,,,,,,,,,,,,
15914,2000-04-21,2000,4,21,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Radio Tracking,12:50:00,20,2,"Jeffie McNeil, Troy Frech",,,,,,,,,,,,,,,,,,
15914,2000-04-21,2000,4,21,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,13:10:00,10,2,"Jeffie McNeil, Troy Frech",,,,,,,,,,,,,,,,,,
15914,2000-04-21,2000,4,21,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,13:20:00,20,2,"Jeffie McNeil, Troy Frech",None,60,Light,15,9,,,,,,,,,,,,,
15914,2000-04-21,2000,4,21,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,14:30:00,40,2,"Jeffie McNeil, Troy Frech",None,60,Light,15,,,,,,,,,,,,,,
15916,2000-04-28,2000,4,28,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Radio Tracking,12:30:00,10,2,"Jeffie McNeil, Troy Frech",None,100,Calm,,,,,,,,,,,,,,,
15916,2000-04-28,2000,4,28,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Radio Tracking,14:50:00,20,2,"Jeffie McNeil, Troy Frech",None,100,Calm,10,8,,,,,,,,,,,,,
15916,2000-04-28,2000,4,28,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,15:50:00,20,2,"Jeffie McNeil, Troy Frech",,,,,,,,,,,,,,,,,,
15916,2000-04-28,2000,4,28,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Radio Tracking,16:10:00,10,2,"Jeffie McNeil, Troy Frech",,,,,,,,,,,,,,,,,,
15917,2000-04-28,2000,4,28,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Visual Survey,14:15:00,10,2,"Jeffie McNeil, Troy Frech",None,100,Calm,,,,,,,,,,,,,,,
15918,2000-04-29,2000,4,29,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Visual Survey,14:15:00,40,2,"Jeffie McNeil, Troy Frech",None,60,Light,,,,,,,,,,,,,,,
15919,2000-04-29,2000,4,29,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:10:00,20,2,"Jeffie McNeil, Troy Frech",None,60,Light,17,10,,,,,,,,,,,,,
15920,2000-05-03,2000,5,3,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,12:55:00,5,1,Jeffie McNeil,None,10,Light,17,,,,,,,,,,,,,,
15920,2000-05-03,2000,5,3,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,13:50:00,30,1,Jeffie McNeil,None,10,Light,17,,,,,,,,,,,,,,
15968,2001-08-21,2001,8,21,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,16:00:00,75,1,Jeffie McNeil,Mod - Heavy Rain,100,Calm,24,23,,,,,,,,,,,,,
15969,2001-08-22,2001,8,22,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,12:50:00,70,1,Jeffie McNeil,None,40,Calm,28,26,,,,,,,,,,,,,
16036,2014-09-28,2014,9,28,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:20:00,30,3,"Jeffie McNeil, Troy Frech, Seth McFrech",None,0,Calm,,,,,,,,,,,,,,,
16097,2001-06-09,2001,6,9,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,14:30:00,210,2,"Jeffie McNeil, Troy Frech",None,80,Calm,,,,,,,,,,,,,,,
16101,2001-06-12,2001,6,12,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,14:05:00,9,1,Jeffie McNeil,None,80,Calm,24,21,,,,,,,,,,,,,
16101,2001-06-12,2001,6,12,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,15:50:00,40,1,Jeffie McNeil,Light Rain,100,Calm,21,21,,,,,,,,,,,,,
16101,2001-06-12,2001,6,12,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,16:31:00,14,1,Jeffie McNeil,None,70,Calm,24,21,,,,,,,,,,,,,
16111,2002-06-11,2002,6,11,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,13:10:00,80,2,"Jeffie McNeil, Ian Morrison",Mod - Heavy Rain,100,Calm,12,16,,,,,,,,,,,,,
16112,2002-06-11,2002,6,11,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Radio Tracking,21:10:00,20,2,"Jeffie McNeil, Troy Frech",None,100,Light,,,,,,,,,,,,,,,
16113,2002-06-11,2002,6,11,ML (McGowan Lake),SD (South Deans),PP (Pats Point),Radio Tracking,20:40:00,20,2,Jeffie McNeil. Troy Frech,None,100,Light,13,,,,,,,,,,,,,,
16117,2002-06-13,2002,6,13,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,16:38:00,74,2,"Jeffie McNeil, Kim Inglis",None,30,Calm,27,22,,,,,,,,,,,,,
16121,2002-07-05,2002,7,5,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Set Traps,15:09:00,120,2,"Jeffie McNeil, Kim Inglis",None,40,Light,31,30,,,,,,,,,,,,,
16121,2002-07-05,2002,7,5,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Set Traps,16:09:00,68,2,"Jeffie McNeil, Kim Inglis",None,40,Light,31,30,,,,,,,,,,,,,
16122,2002-07-06,2002,7,6,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,17:09:00,22,2,"Jeffie McNeil, Troy Frech",None,90,Light,24,25,,,,,,,,,,,,,
16122,2002-07-06,2002,7,6,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,17:20:00,14,2,"Jeffie McNeil, Troy Frech",None,90,Light,24,25,,,,,,,,,,,,,
16133,2002-08-20,2002,8,20,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,10:23:00,23,1,"Jeffie McNeil, Kim Inglis",None,70,Calm,25,23,,,,,,,,,,,,,
16135,2002-08-21,2002,8,21,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,10:33:00,7,1,"Jeffie McNeil, Janine Beckett",None,0,Calm,24,23,,,,,,,,,,,,,
16135,2002-08-21,2002,8,21,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,10:40:00,15,1,"Jeffie McNeil, Janine Beckett",None,0,Calm,24,23,,,,,,,,,,,,,
16135,2002-08-21,2002,8,21,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,10:55:00,18,1,"Jeffie McNeil, Janine Beckett",None,0,Calm,24,22,,,,,,,,,,,,,
16288,2015-04-24,2015,4,24,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:37:00,56,2,Laura Kersey and Kim Dubois,Drizzle / Mist,100,Calm,9,3,,,,,,,,,,,,,
16290,2015-04-25,2015,4,25,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,12:52:00,60,2,Kim dubois and Gabrielle Théroux,None,100,Calm,5,4,,,,,,,,,,,,,
16292,2015-04-26,2015,4,26,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:15:00,60,3,"Kim Dubois, Gabrielle Théroux and Emily Patterson",None,100,Calm,9,4,,,,,,,,,,,,,
16316,2015-05-03,2015,5,3,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,13:35:00,24,3,"Jeffie McNeil, Troy Frech, Seth McFrech",None,5,Calm,20,,,,,,,,,,,,,,
16318,2015-05-14,2015,5,14,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,14:45:00,10,1,Jeffie McNeil,None,0,Light,,,,,,,,,,,,,,,
16318,2015-05-14,2015,5,14,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,17:10:00,6,1,Jeffie McNeil,None,0,Light,,,,,,,,,,,,,,,
16318,2015-05-14,2015,5,14,ML (McGowan Lake),WB (West Bog),LB (Leatherleaf Bog),Dog and visual survey,17:18:00,32,1,Jeffie McNeil,None,0,Light,,,,,,,,,,,,,,,
16334,2015-05-30,2015,5,30,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,15:05:00,10,1,Jeffie McNeil,None,80,Light,24,,,,,,,,,,,,,,
16363,2003-07-04,2003,7,4,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,10:00:00,58,1,Jeffie McNeil,None,100,Light,21,19,,,,,,,,,,,,,
16364,2003-07-05,2003,7,5,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,10:47:00,3,1,Jeffie McNeil,,,,,,,,,,,,,,,,,,
16364,2003-07-05,2003,7,5,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,11:20:00,5,1,Jeffie McNeil,,,,,,,,,,,,,,,,,,
16364,2003-07-05,2003,7,5,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,11:25:00,5,1,Jeffie McNeil,,,,,,,,,,,,,,,,,,
16457,2015-06-15,2015,6,15,ML (McGowan Lake),WB (West Bog),C6 (Cove 6),Visual Survey,21:16:00,4,1,Jeffie McNeil,None,5,Calm,13,,,,,,,,,,,,,,
16462,2015-06-17,2015,6,17,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Visual Survey,22:35:00,15,1,"Jeffie McNeil, Harold Clapp, Mathew Teris",None,0,Calm,11,,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,14:48:00,6,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,29,24,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Visual Survey,14:50:00,6,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,29,24,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,14:52:00,6,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,29,24,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Set Traps,14:54:00,69,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,29,24,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Set Traps,17:10:00,15,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,31,23,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Set Traps,17:15:00,39,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,29,26,,,,,,,,,,,,,
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,17:28:00,9,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Light,29,27,,,,,,,,,,,,,
16487,2003-05-28,2003,5,28,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,13:10:00,15,1,Jeffie McNeil,Drizzle / Mist,100,Calm,14,13,,,,,,,,,,,,,
16488,2003-05-13,2003,5,13,ML (McGowan Lake),DL (Deans Lake),SS (Schroders Swamp),Visual Survey,15:25:00,30,2,"Jeffie McNeil, Troy Frech",None,80,Calm,24,21,,,,,,,,,,,,,
16489,2003-05-31,2003,5,31,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,16:40:00,4,2,"Jeffie McNeil, Troy Frech",None,80,Light,24,23,,,,,,,,,,,,,
16490,2003-06-04,2003,6,4,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:10:00,80,2,"Jeffie McNeil, Jen, Tara",None,80,Light,24,,,,,,,,,,,,,,
16592,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),HR (Henry Road),Radio Tracking,15:08:00,57,3,"Kim Dubois, Krista Jager and Oscar Thiebaut Rizzoni",Light Rain,100,Light,26,,,,,,,,,,,,,,
16592,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),RR (Rifle Range),Visual Survey,15:29:00,21,3,"Kim Dubois, Krista Jager and Oscar Thiebaut Rizzoni",Light Rain,100,Light,26,,,,,,,,,,,,,,
16592,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),MM (Mount Merrit Road),Radio Tracking,15:36:00,147,3,"Kim Dubois, Krista Jager and Oscar Thiebaut Rizzoni",Light Rain,100,Light,26,,,,,,,,,,,,,,
16593,2015-07-08,2015,7,8,ML (McGowan Lake),AN (Albany New),AN (Albany New Road),Radio Tracking,14:36:00,45,3,"Kim Dubois, Krista Jager and Oscar Thiebaut Rizzoni",None,100,Light,25,,,,,,,,,,,,,,
16594,2015-07-02,2015,7,2,ML (McGowan Lake),WB (West Bog),RR (Rifle Range),Radio Tracking,13:55:00,6,2,Kim Dubois and Oscar Thiebaut Rizzoni,None,10,Calm,28,,,,,,,,,,,,,,
16594,2015-07-02,2015,7,2,ML (McGowan Lake),WB (West Bog),HR (Henry Road),Radio Tracking,14:00:00,56,2,Kim Dubois and Oscar Thiebaut Rizzoni,None,10,Calm,28,,,,,,,,,,,,,,
16595,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,10:42:00,8,4,"James Neish, Oscar Thiebaut Rizzoni, Krista Jager, Kim Jager",None,100,Light,22,24,,,,,,,,,,,,,
16595,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Check Traps,10:44:00,40,4,"James Neish, Oscar Thiebaut Rizzoni, Krista Jager, Kim Jager",None,100,Light,22,23,,,,,,,,,,,,,
16595,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Check Traps,10:54:00,40,4,"James Neish, Oscar Thiebaut Rizzoni, Krista Jager, Kim Jager",None,100,Light,22,23,,,,,,,,,,,,,
16595,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,12:28:00,24,4,"James Neish, Oscar Thiebaut Rizzoni, Krista Jager, Kim Jager",None,100,Light,26,25,,,,,,,,,,,,,
16595,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Visual Survey,12:34:00,16,4,"James Neish, Oscar Thiebaut Rizzoni, Krista Jager, Kim Jager",None,100,Light,26,24,,,,,,,,,,,,,
16595,2015-07-08,2015,7,8,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,12:36:00,8,4,"James Neish, Oscar Thiebaut Rizzoni, Krista Jager, Kim Jager",None,100,Light,26,24,,,,,,,,,,,,,
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,08:55:00,3,1,James Neish,None,80,Calm,16,15,,,,,,,,,,,,,
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Visual Survey,08:58:00,3,1,James Neish,None,80,Calm,16,21,,,,,,,,,,,,,
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,09:01:00,4,1,James Neish,None,80,Calm,16,21,,,,,,,,,,,,,
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Bait and Check Traps,12:25:00,45,1,James Neish,None,70,Calm,23,23,,,,,,,,,,,,,
